股票代码,股票名称,所属行业,概念板块,地区,总股本,流通股
sh600184,光电股份,专用设备,"军工,机构重仓,预亏预减,融资融券,央国企改革,氟化工,沪股通,航母概念,湖北自贸,机器视觉,机器人概念",湖北,582727468.0,508760826.0
sh600185,珠免集团,商业百货,"预盈预增,融资融券,海洋经济,粤港自贸,央国企改革,沪股通,新零售,富时罗素,标准普尔,免税概念,跨境电商,并购重组概念",广东,1885005795.0,1885005795.0
sh600186,莲花控股,食品饮料,"预盈预增,融资融券,电商概念,沪股通,AI智能体,新零售,人造肉,调味品概念,算力概念,DeepSeek概念,2025中报预增",河南,1794002141.0,1786710441.0
sh600187,国中水务,公用事业,"节能环保,创投,预亏预减,融资融券,养老概念,沪股通,PPP模式,独角兽,东北振兴,商汤概念,储能,空气能热泵",黑龙江,1613781103.0,1613781103.0
sh600188,兖矿能源,煤炭行业,"煤化工,AH股,HS300_,稀缺资源,参股期货,参股银行,融资融券,上证180_,央国企改革,沪股通,MSCI中国,富时罗素,标准普尔",山东,10037480544.0,5923911084.0
sh600189,泉阳泉,食品饮料,"预盈预增,土地流转,婴童概念,央国企改革,沪股通,东北振兴,白酒,碳交易",吉林,715197812.0,715197812.0
sh600191,华资实业,农牧饲渔,"参股券商,参股银行,西部大开发,粮食概念",内蒙古,484932000.0,484932000.0
sh600192,长城电工,电网设备,"军工,新能源,预亏预减,核能核电,智能电网,太阳能,西部大开发,融资融券,燃料电池,央国企改革,充电桩,新能源车",甘肃,441748000.0,441748000.0
sh600193,*ST创兴,装修装饰,"ST股,预亏预减,稀土永磁,昨日触板",上海,425373000.0,425373000.0
sh600195,中牧股份,农药兽药,"参股券商,生物疫苗,预亏预减,融资融券,参股保险,病毒防治,央国企改革,沪股通,流感,宠物经济",北京,1021148260.0,1021148260.0
sh600196,复星医药,化学制药,"AH股,HS300_,生物疫苗,机构重仓,长江三角,融资融券,央视50_,上证180_,医疗器械概念,病毒防治,IPO受益,免疫治疗,沪股通,证金持股,MSCI中国,独角兽,互联医疗,富时罗素,单抗概念,青蒿素,标准普尔,医疗美容,流感,辅助生殖,肝素概念,CAR-T细胞疗法,机器人概念,创新药,DeepSeek概念",上海,2670429325.0,2118488825.0
sh600197,伊力特,酿酒行业,"参股期货,西部大开发,融资融券,央国企改革,沪股通,富时罗素,标准普尔,白酒",新疆,473174717.0,473174717.0
sh600198,大唐电信,通信设备,"网络游戏,物联网,移动支付,云计算,北斗导航,智能穿戴,央国企改革,沪股通,一带一路,5G概念,小米概念,国产芯片,IPv6,半导体概念,车联网(车路云),中芯概念,数据安全,并购重组概念",北京,1303603541.0,1301949804.0
sh600199,金种子酒,酿酒行业,"预亏预减,融资融券,央国企改革,沪股通,白酒",安徽,657796824.0,657796824.0
sh600200,*ST苏吴,化学制药,"ST股,参股银行,预亏预减,长江三角,病毒防治,IPO受益,医疗美容,流感,辅助生殖,低价股,重组蛋白,创新药,破净股",江苏,710879480.0,710879480.0
sh600201,生物股份,农药兽药,"生物疫苗,预亏预减,西部大开发,融资融券,病毒防治,沪股通,人工智能,富时罗素,标准普尔,流感,宠物经济,合成生物,2025中报预减",内蒙古,1111747826.0,1111747826.0
sh600202,哈空调,电源设备,"预亏预减,核能核电,智能电网,央国企改革,一带一路,东北振兴,专精特新,中俄贸易概念,微盘股",黑龙江,383340672.0,383340672.0
sh600203,福日电子,消费电子,"节能环保,参股券商,物联网,预盈预增,LED,央国企改革,无人机,沪股通,昨日涨停,昨日连板,小米概念,华为概念,超清视频,昨日涨停_含一字,昨日连板_含一字,机器人概念,裸眼3D,柔性屏(折叠屏),AI手机,荣耀概念,2025中报扭亏",福建,592988082.0,592988082.0
sh600206,有研新材,小金属,"军工,新能源,新材料,预盈预增,稀土永磁,融资融券,3D打印,医疗器械概念,央国企改革,小金属概念,沪股通,5G概念,OLED,华为概念,富时罗素,标准普尔,国产芯片,传感器,半导体概念,尾气治理,中芯概念,2025中报预增",北京,846553332.0,846553332.0
sh600207,安彩高科,光伏设备,"预亏预减,太阳能,融资融券,央国企改革,沪股通,独角兽,富士康,天然气,建筑节能",河南,1089312554.0,1089312554.0
sh600208,衢州发展,房地产开发,"创投,参股券商,参股期货,参股银行,黄金概念,预亏预减,融资融券,互联金融,央国企改革,中证500,上证380,沪股通,区块链,乡村振兴,独角兽,富时罗素,标准普尔,NFT概念,元宇宙概念,Web3.0,破净股,第四代半导体,2025中报预减",浙江,8508940800.0,8507976337.0
sh600210,紫江企业,包装材料,"创投,锂电池,长江三角,融资融券,上证380,沪股通,大飞机,富时罗素,标准普尔,降解塑料,刀片电池,固态电池,毫米波概念,飞行汽车(eVTOL),低空经济",上海,1516736158.0,1516736158.0
sh600211,西藏药业,生物制品,"生物疫苗,西部大开发,融资融券,中药概念,医疗器械概念,独家药品,上证380,沪股通,富时罗素",西藏,322319196.0,322319196.0
sh600212,绿能慧充,电力行业,"融资融券,充电桩,无人机,沪股通,储能,机器人概念,高压快充,低空经济",山东,704267213.0,514817213.0
sh600215,派斯林,通用设备,"预亏预减,特斯拉,东北振兴,机器人概念",吉林,462995380.0,456882880.0
sh600216,浙江医药,化学制药,"化工原料,机构重仓,预盈预增,融资融券,病毒防治,上证380,沪股通,富时罗素,单抗概念,青蒿素,标准普尔,维生素,辅助生殖,钠离子电池,储能,创新药,合成生物,2025中报预增",浙江,961637750.0,961633475.0
sh600217,中再资环,环保行业,"节能环保,参股银行,预亏预减,西部大开发,融资融券,沪股通,垃圾分类,供销社概念",陕西,1657653673.0,1657653673.0
sh600218,全柴动力,汽车零部件,"融资融券,燃料电池,央国企改革,乡村振兴,氢能源,新能源车,工程机械概念,发电机概念,地下管网,中俄贸易概念,钒电池,减速器,新型工业化",安徽,435599919.0,435599919.0
sh600219,南山铝业,有色金属,"HS300_,机构重仓,预盈预增,铁路基建,融资融券,参股保险,上证380,沪股通,证金持股,大飞机,MSCI中国,富时罗素,标准普尔,破净股",山东,11613670848.0,11613670848.0
sh600221,海航控股,航空机场,"AB股,机构重仓,预盈预增,融资融券,沪股通,MSCI中国,华为概念,富时罗素,低价股,海南自贸,2025中报扭亏",海南,43215632535.0,32872676656.0
sh600222,太龙药业,中药,"参股银行,融资融券,中药概念,婴童概念,央国企改革,CRO,流感,创新药",河南,573886283.0,573886283.0
sh600223,福瑞达,生物制品,"融资融券,中药概念,养老概念,医疗器械概念,央国企改革,上证380,沪股通,富时罗素,医疗美容,流感,化妆品概念,合成生物,DeepSeek概念",山东,1016568775.0,1016568775.0
sh600226,亨通股份,农药兽药,"创投,网络游戏,化工原料,锂电池,长江三角,大数据,互联金融,沪股通,独角兽,PCB,消毒剂,数字阅读,低价股,合成生物",浙江,2974381224.0,2974381224.0
sh600227,赤天化,化肥行业,"煤化工,化工原料,参股银行,西部大开发,医疗器械概念,阿兹海默,低价股",贵州,1688727685.0,1277599803.0
sh600228,*ST返利,互联网服务,"ST股,预亏预减,电商概念,人工智能,百度概念",江西,417012377.0,416037177.0
sh600229,城市传媒,文化传媒,"预亏预减,融资融券,在线教育,央国企改革,沪股通,虚拟现实,人工智能,增强现实,独角兽,知识产权,影视概念,网红经济,数字阅读,NFT概念,AIGC概念,数据要素,谷子经济,2025中报预减",山东,660707784.0,660707784.0
sh600230,沧州大化,化学制品,"化工原料,新材料,预亏预减,融资融券,央国企改革,沪股通,标准普尔",河北,413961015.0,413961015.0
sh600231,凌钢股份,钢铁行业,"参股银行,转债标的,机构重仓,预亏预减,融资融券,页岩气,央国企改革,沪股通,东北振兴,标准普尔,低价股",辽宁,2852165135.0,2819185135.0
sh600232,金鹰股份,纺织服装,"预亏预减,锂电池,长江三角,工业大麻,微盘股",浙江,364718544.0,364718544.0
sh600233,圆通速递,物流行业,"HS300_,股权激励,融资融券,上证180_,阿里概念,沪股通,MSCI中国,富时罗素,标准普尔,快递概念",辽宁,3420226138.0,3420226138.0
sh600234,科新发展,房地产开发,"网络游戏,预盈预增,微盘股,2025中报扭亏",山西,262520973.0,262520973.0
sh600235,民丰特纸,造纸印刷,"创投,预亏预减,长江三角,央国企改革,微盘股,2025中报预减",浙江,351300000.0,351300000.0
sh600236,桂冠电力,电力行业,"参股银行,预盈预增,西部大开发,风能,融资融券,上证180_,央国企改革,沪股通,富时罗素,标准普尔,绿色电力",广西,7882377802.0,7882377802.0
sh600237,铜峰电子,电子元件,"新材料,融资融券,央国企改革,新能源车,被动元件",安徽,630709155.0,621676155.0
sh600238,*ST椰岛,酿酒行业,"ST股,预亏预减,养老概念,电商概念,彩票概念,央国企改革,白酒,跨境电商,海南自贸",海南,448200000.0,445001580.0
sh600239,云南城投,房地产服务,"预盈预增,西部大开发,养老概念,央国企改革,工业大麻,标准普尔,低价股",云南,1605686909.0,1605686909.0
sh600241,时代万恒,电池,"预亏预减,锂电池,央国企改革,微盘股",辽宁,294302115.0,294302115.0
sh600243,*ST海华,通用设备,"ST股,QFII重仓,机构重仓,预盈预增,西部大开发,铁路基建,工业母机",青海,438850000.0,438850000.0
sh600246,万通发展,房地产开发,"创投,预盈预增,融资融券,京津冀,沪股通,5G概念,卫星互联网,低空经济",北京,1890412476.0,1890412476.0
sh600248,陕建股份,工程建设,"煤化工,西部大开发,融资融券,参股保险,油气设服,央国企改革,上证380,沪股通,一带一路,天然气,碳交易,破净股,DeepSeek概念",陕西,3739735286.0,3705739286.0
sh600249,两面针,美容护理,"参股券商,参股银行,预亏预减,西部大开发,央国企改革,流感,化妆品概念",广西,550000000.0,550000000.0
sh600250,南京商旅,贸易行业,"长江三角,养老概念,央国企改革,旅游概念,网红经济,内贸流通,跨境电商,并购重组概念,2025中报预减",江苏,310593879.0,310593879.0
sh600251,冠农股份,农牧饲渔,"稀缺资源,预亏预减,西部大开发,融资融券,食品安全,大数据,央国企改革,沪股通,一带一路,乡村振兴,农业种植,绿色电力,调味品概念,中俄贸易概念",新疆,776993583.0,776993583.0
sh600252,中恒集团,中药,"参股券商,参股银行,预亏预减,西部大开发,融资融券,中药概念,医疗器械概念,独家药品,央国企改革,沪股通,证金持股,富时罗素,标准普尔,化债(AMC)概念,昨日涨停_含一字,创新药",广西,3313345567.0,3302280267.0
sh600255,鑫科材料,有色金属,"新材料,机构重仓,预盈预增,融资融券,央国企改革,沪股通,昨日触板,铜缆高速连接",安徽,1806146955.0,1806146955.0
sh600256,广汇能源,石油行业,"煤化工,西部大开发,融资融券,上证380,沪股通,一带一路,MSCI中国,天然气,氢能源,富时罗素,标准普尔,碳交易",新疆,6392002964.0,6392002964.0
sh600257,大湖股份,农牧饲渔,"节能环保,机构重仓,预盈预增,融资融券,养老概念,电商概念,白酒,水产养殖,化妆品概念,预制菜概念,微盘股",湖南,481237188.0,481237188.0
sh600258,首旅酒店,旅游酒店,"融资融券,电商概念,央国企改革,京津冀,阿里概念,旅游概念,中证500,上证380,沪股通,富时罗素,标准普尔,内贸流通",北京,1116603126.0,1116603126.0
sh600259,广晟有色,小金属,"稀缺资源,新材料,预盈预增,稀土永磁,融资融券,央国企改革,小金属概念,沪股通,海南自贸,2025中报扭亏",海南,336435910.0,336435910.0
sh600261,阳光照明,家电行业,"节能环保,参股券商,LED,长江三角,融资融券,证金持股,贬值受益,氢能源,富时罗素,标准普尔",浙江,1335052966.0,1335052966.0
sh600262,北方股份,专用设备,"机构重仓,西部大开发,央国企改革,无人驾驶,新能源车",内蒙古,170000000.0,170000000.0
sh600265,ST景谷,农牧饲渔,"ST股,稀缺资源,预亏预减,西部大开发",云南,129800000.0,129800000.0
sh600266,城建发展,房地产开发,"创投,参股券商,预盈预增,融资融券,央国企改革,沪股通,雄安新区,养老金,商业航天,破净股,2025中报扭亏",北京,2075743507.0,2075743507.0
sh600267,海正药业,化学制药,"生物疫苗,预盈预增,融资融券,病毒防治,央国企改革,沪股通,超级真菌,单抗概念,青蒿素,流感,宠物经济,创新药,合成生物",浙江,1198848196.0,1198188946.0
sh600268,国电南自,电网设备,"预盈预增,核能核电,智能电网,铁路基建,长江三角,风能,融资融券,水利建设,国家安防,央国企改革,充电桩,沪股通,养老金,特高压,虚拟电厂,储能,抽水蓄能,数据要素,雅下水电概念,2025中报预增",江苏,1015870778.0,1010742795.0
sh600269,赣粤高速,铁路公路,"参股券商,核能核电,融资融券,参股保险,央国企改革,沪股通,破净股",江西,2335407014.0,2335407014.0
sh600271,航天信息,互联网服务,"军工,物联网,移动支付,预亏预减,融资融券,食品安全,大数据,网络安全,央国企改革,国产软件,中证500,沪股通,人工智能,区块链,富时罗素,ETC,标准普尔,数字货币,蚂蚁概念,鸿蒙概念,生物识别,数字经济,信创,中特估,财税数字化",北京,1852884638.0,1852884638.0
sh600272,开开实业,医药商业,"AB股,参股银行,机构重仓,长江三角,中药概念,电商概念,沪企改革,央国企改革,内贸流通,SPD概念,首发经济,2025中报预减",上海,262651945.0,160000000.0
sh600273,嘉化能源,化学制品,"新能源,新材料,太阳能,长江三角,融资融券,上证380,沪股通,氢能源,标准普尔,消毒剂",浙江,1356879522.0,1356879522.0
sh600276,恒瑞医药,化学制药,"AH股,HS300_,机构重仓,股权激励,融资融券,央视50_,上证50_,上证180_,中药概念,医疗器械概念,沪股通,证金持股,MSCI中国,超级真菌,富时罗素,单抗概念,标准普尔,茅指数,创新药",江苏,6637199874.0,6379002274.0
sh600278,东方创业,贸易行业,"创投,参股券商,长江三角,融资融券,上海自贸,在线教育,沪企改革,央国企改革,IPO受益,沪股通,一带一路,贬值受益,进口博览,内贸流通,破净股",上海,877143737.0,871915557.0
